YORUM,URUN_KALITESI,PAKETLEME/TESLIMAT,FIYAT/PERFORMANS,URUN_TASARIMI
güzel ürün sorunsuz ulaştı,1.0,1.0,0.0,0.0
"i̇nanilmaz hizli teslimat, harika uruntesekkur ederim🙏🏻🙏🏻",1.0,0.0,0.0,0.0
kargo çok sağlam ve hızlı geldi. ipad’e zaten diyecek yok. ekran ve seskalitesi muazzam. dizi film izlemek ve öğrencilik hayatımda kullanmakiçin aldım. apple pen 1 ile çok güzel çalışıyor.,1.0,1.0,0.0,0.0
ipad de ipad diyorum başka bir şey demiyorum,1.0,0.0,0.0,0.0
sağlam şekilde ulaştı ürün sorunsuz çalışıyor tablet için söylenecekbişey yok zaten kalite,1.0,1.0,0.0,0.0
fiyat performans ürünü,1.0,0.0,1.0,0.0
ürün orijinal paketinde jelatinli bir şekilde teslim edildi henüzaçmadım gayet güzel paketlenmiş teşekkür ederim,0.0,1.0,0.0,0.0
pubg için alacaksınız eğer 60 fbs veriyo dikkat edin,1.0,0.0,0.0,0.0
mediamarkt satıcı orjinal ürün. hızlı kargo.,1.0,0.0,0.0,0.0
başarılı bir ürün,1.0,0.0,0.0,0.0
ürün hızlı ve özenli teslimatı için media markt a teşekkürler,0.0,1.0,0.0,0.0
çok iyi tavsiye ederim,1.0,0.0,0.0,0.0
güzel çok şık batarya gayet iyi,1.0,0.0,0.0,1.0
güvenilirrrr,1.0,0.0,0.0,0.0
paketleme gayet muntazam bir şekilde geldi ipad zaten tartışılmaz ☺️,1.0,1.0,0.0,0.0
hızlı ve güvenilir teşekkürler,1.0,0.0,0.0,0.0
teşekkürler,0.0,0.0,0.0,0.0
gayet sorunsuz elime ulaştı..,0.0,1.0,0.0,0.0
"hiçbir problem yok, aynı gün kargoya verildi",0.0,0.0,0.0,0.0
ürün çok güzel paketlenmiş geldi. kutunun içinden görselde ki gibi ipadkablo ve güç adaptörü çıktı. herşeyi android olan biri olarak uzunaraştırmalar sonunda ipad de karar kıldım. i̇yi ki almışım çok memnunum❤️,1.0,1.0,0.0,0.0
"ürün paketlemesi güzeldi , gayet başarılı bir cihaz , araştırmalarımsonucu fiyat performans ürünü olarak ı pad 9 u tercih ettim , satıcıarkadaşa da teşekkür ederim",1.0,1.0,1.0,0.0
alalı 1 ay oldu. bi kusuru yok teşekkürler 👍🏼,1.0,0.0,0.0,0.0
süper ürün hızlı kargo teşekkürler,1.0,1.0,0.0,0.0
güzel  kargolanmis zamanında geldi,0.0,1.0,0.0,0.0
ipad daha ne denilebilir ki,1.0,0.0,0.0,0.0
çok güzel beğendik,1.0,0.0,0.0,1.0
alınabilecek en iyi fiyat performans tableti,1.0,0.0,1.0,0.0
kardeşime aldım gayet güzel. göründüğü gibi geliyor sadece kargo birazgeç geldi onun dışında bir sorun yok,1.0,1.0,0.0,1.0
muhteşem çok memnunum,1.0,0.0,0.0,0.0
çok güzel,1.0,0.0,0.0,1.0
tablet kullanışlı yalnız kamerası çok kötü bulanık,1.0,0.0,0.0,0.0
"ürün harika zaten apple tartışmasız iyi.. ürünün kendisine gelecekolursam boyutları çok ideal her yere bilgisayar taşıma derdindenkurtuldum tüm işlerimi hızlıca yapabiliyorum. taşıması kolay, ekrangeçişleri harika. çok memnunum",1.0,0.0,0.0,1.0
paketleme ve hızlı geldi,0.0,1.0,0.0,0.0
"ilk defa apple kullaniyorum, alali yaklasik 1 hafta oldu, su an icin cokmemnun.. hizi, kalitesi vs 👍 iyi ki almisim",1.0,0.0,0.0,0.0
paketleme bu ürün için yeterli değildi. kırılma ve zarar görme ihtimalı yüksek,0.0,1.0,0.0,0.0
orjinal ve çok hızlı ulaştı,1.0,0.0,0.0,0.0
çok iyi cihaz,1.0,0.0,0.0,0.0
harikaaa aşırı beğendim çok da hızlı kargolandı teşekkür ederimdüşünmeden alın.,1.0,1.0,0.0,0.0
çok iyi ve hızlı geldi teşekkürler,1.0,0.0,0.0,0.0
orjinal güzel ürün satıcı kaliteli,1.0,0.0,0.0,0.0
kargoda sıkıntı cıkar mı acaba diye kaygılarım oldu ama hic sıkıntıcıkmadı mutluyum bu yüzden. daha geleli 1 gün oldu simdilik sıkıntı yok mutluyum,0.0,1.0,0.0,0.0
oğluma okul için aldık. i̇yi görünüyor,0.0,0.0,0.0,1.0
"ürün birkaç gün içerisinde sıkıntısız elime ulaştı, çok teşekkürler",0.0,1.0,0.0,0.0
hızlı ve sorunsuz teslimat,0.0,1.0,0.0,0.0
"gayet iyi, sorunsuz çalışıyor, severek kullanıyorum.",1.0,0.0,0.0,0.0
hoştur ama bundan banane 😁kardeşime aldım bana bi faydası yoktır😵‍💫😅,1.0,0.0,0.0,0.0
çok güzel ürün,1.0,0.0,0.0,0.0
güzel ürün güzel tavsiye ederim,1.0,0.0,0.0,0.0
gayet tatliiss,1.0,0.0,0.0,1.0
hızlı kargo. ürün için birşey yazmaya gerek yok her şey ortada 10 numara tablet.,1.0,0.0,0.0,0.0
begendık 1 yıldır kullanıyoruz sapasaglam,1.0,0.0,0.0,0.0
iphone farkı çok güzel bir tablet,1.0,0.0,0.0,1.0
dışardaki fiyatlara göre uygun,0.0,0.0,1.0,0.0
i̇ndirimde ailem için aldık. memnunlar.,1.0,0.0,1.0,0.0
ürün sorunsuz geldi tşk,1.0,1.0,0.0,0.0
ürün iki gün içinde elime ulaştı.sorunsuz bşr kargo.iphone kalitesitartışılmaz zaten.,1.0,1.0,0.0,0.0
örün 4 günde elime ulaştı gayet iyi ve tertemiz tablet pubg içinalacaksanız gayet iyi 60 fps destekliyor 64gb alabilirsiniz,1.0,0.0,0.0,0.0
2 günde elime ulaştı tşk,0.0,0.0,0.0,0.0
10 numara 5 yıldız herşeyiyle mükemmel.,1.0,0.0,0.0,0.0
beğenerek kullanıyorum,1.0,0.0,0.0,0.0
çok iyi teşekkürler,1.0,0.0,0.0,0.0
çok güzel….,1.0,0.0,0.0,0.0
hasarsız problemsiz okul için aldım çok kullanışlı fotoğraf ektedir hahah,1.0,0.0,0.0,0.0
kaliteli ……,1.0,0.0,0.0,0.0
harika paketlenmişti. hediyeler ve ayrıca ilginizden dolayı tşk ederm...,0.0,1.0,0.0,0.0
güzel tavsiye ederim,1.0,0.0,0.0,0.0
suanlık harika hiç kasma yok roblox pugb fln kaldırıyor cok iyi 💗💗,1.0,0.0,0.0,0.0
güzel ürün beğendik,1.0,0.0,0.0,1.0
mükemel ürün,1.0,0.0,0.0,0.0
"ürün çok güzel fp ürünü bence , şu an ki ekonomi için ama paketleme …rastgele bir kutuya korunmasız şekilde konunmustu",1.0,1.0,1.0,0.0
"anneme aldık, kullanıyor, çok şık, son derece yeterli",1.0,0.0,0.0,1.0
60 fbs veriyor,0.0,0.0,0.0,0.0
çok güzel kaliteli orijinal,1.0,0.0,0.0,0.0
3 aydır kullanıyorum güzel idare eder,1.0,0.0,0.0,0.0
adı yeter güzel beğendim,1.0,0.0,0.0,1.0
ürünün içinden garanti belgesi çıkmadı cevap da verilmiyor . i̇ade etmek zorundayım,0.0,1.0,0.0,0.0
süper alışveriş,0.0,0.0,0.0,0.0
tablet süper elime ulaştı ama fotoğraf da eklediğim gibi kutu hasarlıgeldi allah'tan cihaza zarar gelmemiş 6 bin tl cihaz poşetlepaketlenmesi hiç uygun bulmadım en azından ikinci paket veya kartonakoyulması lazım cihazdan yana hiç problem yok rahatlıklakullanabilirsiniz pubg için güzel cihaz ama biraz büyük boylu olduğuiçin elde tutmak zor oluyor  ama şarj konusundaki çok iyi kolay kolaybitmiyor kılıf ve akran koruyucu çok çabuk bulunuyor ve fiyatta çok uygun,1.0,1.0,1.0,1.0
çok memnun kaldım harika hem hızlı hemde şarjı bana kalırsa gayet güzel gidiyor,1.0,0.0,0.0,0.0
ürün güzel paketli geldi,0.0,1.0,0.0,0.0
ürün hızlı bir şekilde ulaştı. paketi düzgün yapılmıştı. kalitesi apple.,1.0,1.0,0.0,0.0
birkaç aydır kullanıyorum sorunsuz ürün,1.0,0.0,0.0,0.0
1 ay çalışıp kendime aldığım hediyem kalitesi mükemmel sadece seskalitesi beni tatmin etmedi o kadar,1.0,0.0,0.0,0.0
güzel bir ürün,1.0,0.0,0.0,1.0
çok iyi iyi ki almışım,1.0,0.0,0.0,0.0
satıcı sağlam paketlemiş hızlıda geldi boyutu güzel,0.0,1.0,0.0,1.0
canım ipadim…,1.0,0.0,0.0,0.0
çocuklar için aldım gayet kullanışlı,1.0,0.0,0.0,0.0
hızlı kargo güvenilir satıcı,1.0,0.0,0.0,0.0
"orjinalliğininden şüpheniz olmasın, avantajlı ürün",1.0,0.0,1.0,0.0
paketlemesi çok güzeldi teşekkürler,0.0,1.0,0.0,0.0
ürün güzel teşekkürler,1.0,0.0,0.0,0.0
kutu zarar görmüştü allahtan icinde bi sorun yoktu dikkat edilmesigerekiyor o kadar para veriyoruz,1.0,1.0,1.0,0.0
hızlı teslimat ve kaliteli,1.0,0.0,0.0,0.0
üniversite için kendime hediye aldım çok güzel severek kullanıyorum,1.0,0.0,0.0,1.0
çok teşekkür,0.0,0.0,0.0,0.0
apple kalitesine söylenecek laf yok satıcı da gayet iyi paketlemiştiürün orijinal kafanızda bi soru işareti kalmasın,1.0,1.0,0.0,0.0
kargo çok hızlıydı 1 günde elime ulaştı apple kalitesi anlatmaya gerek yok,1.0,0.0,0.0,0.0
sorunsuz cihaz,1.0,0.0,0.0,0.0
çok hızlı kargo,0.0,0.0,0.0,0.0
çok güzel paketlenmişti ben bile zor açtım 😅 hiç teredütsüz firmadanalışveriş yapabılırsınız teşekkür ederiz..,0.0,1.0,0.0,0.0
1 gün sonra 750 tl artmış,0.0,0.0,1.0,0.0
harika geldi tabletim paketlenmesi çok sağlamdı teşekkürler,1.0,1.0,0.0,0.0
almayı uzun süre bekledim 7.800 gibi bi fiyata aldim çok memnunum,1.0,0.0,1.0,0.0
apple kalitesi tartışılmaz.,1.0,0.0,0.0,0.0
cok kaliteli ekrani buyuk sarji iyi gidiyor,1.0,0.0,0.0,1.0
kutuyu açtıktan sonra ürünü iade edebilir miyim?,0.0,0.0,0.0,0.0
dün sipariş verdim bugün geldi. sorunsuz ve sağlam geldi,1.0,1.0,0.0,0.0
kullanışlı idare eder,0.0,0.0,0.0,0.0
çok kaliteli ders çalışırken bayağı işimi görüyor,1.0,0.0,0.0,0.0
kardeşime aldık şimdilik iyi kalemine paramız yetmedi,1.0,0.0,1.0,0.0
ürün bu şekilde geldi daha özenli olabilirdi bu kadar para veriyoruz eniyisi gidip mağazadan almak,1.0,1.0,1.0,0.0
ürünüm sorunsuz geld,1.0,1.0,0.0,0.0
"ürün gayet güzel 2 adet birden aldım fakat ben 1 tanesini sizden teminettim 2.ciyide sizden sipariş edecektim fakat daha uygun fiyata başkabir satıcıdan aldım. iade edecektim  çünkü arada baya bir fiyat farkıolmuştu ama satıcının emeğine , ilgisine , güzel bir şekildekargolanmasından dolayı iade etmiyorum bol kazançlar.",1.0,1.0,1.0,0.0
kargo çok hızlı geldi,0.0,0.0,0.0,0.0
kullanışlı kaliteli,1.0,0.0,0.0,0.0
kullanışlı şarj süresi gayet iyi performans da gayet iyi tavsiye ederim,1.0,0.0,0.0,0.0
5 yıldızı üstte olsun diye veriyorum ürün kutusunu açtıktan 1 2 dk sonrabozuldu 2 haftadır uğraşıyorum apple rapor yazıyor vs iade sürecifazlaca sinir stres bir süreç  ayrıca yetkili servis ürünün 2023 yılınaaçıldığını söyledi ben ise 2024 temmuzda aldım. trendyol satici diyegüvenerek almıştım :),1.0,0.0,0.0,0.0
orjinal kutusunda faturasiyla geldi tsk ederim,0.0,1.0,0.0,0.0
sorunsuz ve hızlı bi şekilde geldi garantisi kargoya verildiği günbaşlamış öneririm teşekkürler,1.0,1.0,0.0,0.0
beklendiği gibi,0.0,0.0,0.0,0.0
güvenli şekilde kargolanmış. gayet memnun kaldım.,0.0,1.0,0.0,0.0
birkaç aydır kullanıyorum ders çalışmak için tavsiye ederim.,1.0,0.0,0.0,0.0
ben indirim zamanında almıştım çok kullanışlı not tutarken iki ekrandanbaşka bir video izleyebiliyorsunuz diğer üst modellerine göre fiyatolarak alternatif olabilir,1.0,0.0,1.0,0.0
"çok hızlı kargolandı, sapasağlam paketlenmiş. orijinal ürün",1.0,1.0,0.0,0.0
kızım için aldık çok beğendi,1.0,0.0,0.0,1.0
gayet güzell  bayıldım,1.0,0.0,0.0,1.0
pubg 90efs kasma sıfır ve hızlı kargo 👍,1.0,1.0,0.0,0.0
çok beğendim,1.0,0.0,0.0,0.0
bildik ürün,0.0,0.0,0.0,0.0
"sağlam bir şekilde elime ulaştı ve şu ana kadar herhangi bir sorunyaşamadım. tablete gelecek olursak, tablet konusunda apple'ın eline sudökebilecek hiçbir marka yok.",1.0,1.0,0.0,1.0
hem ürün hem de satıcıdan çok memnunum,1.0,0.0,0.0,0.0
başka marka ürünlerin özelliklerine bakarak almak için seçmeyeçalışırken bi satıcı apple tavsiye etti. diğerlerinin üst modeline paraverip çöp olacağına apple alt model alıp senelerce severek kullanacağımısöyledi. o kişinin sayesinde araştırmaya başladım ve burdan bu modelisatın aldım. gerçekten çok ama çok memnunum. çekirdektir bilmem nedirrakamları iyi gibi görünen nice marka kısa sürede pişman ediyor. appleher haliyle onlarla yarışır kaldı ki üst modele geçmek istendiğinde iyifiyata da satılabilir. i̇yi ki kızım için bu modeli seçmişim size detavsiye ederim,1.0,0.0,1.0,0.0
güzel beğendim,1.0,0.0,0.0,1.0
yeterli ve şık bir ipad.boyutuda çok yerinde aşırı büyük değil.,1.0,0.0,0.0,1.0
yoruma gerek yok. adı yeter,1.0,0.0,0.0,0.0
8 aydır kullanıyorum birşey olmadı iyi,1.0,0.0,0.0,0.0
çok güzel teslim edildi kusursuz ürün,1.0,1.0,0.0,0.0
apple kalitesi işte yani mükemmel haziranın 5inde almıştım kızım içinhallaa kulanıyor mükemmel ürün tavsiye ederimm 👍🏻👍🏻👍🏻👍🏻,1.0,0.0,0.0,0.0
çok güzel kullanışlı,1.0,0.0,0.0,1.0
yaklaşık 1 ay önce almıştım kullanmadan yorum yapmak istemedim fakat 1ay içerisin de hiç bi sorun yaşamadım cihaz baya iyi paketleme de aynışekil de sorunsuzdu eğer sizde benim gibi ders için alacaksanız 64 gbgayet yeterli,1.0,1.0,0.0,1.0
apple kalitesi,1.0,0.0,0.0,0.0
cihaz çok sağlam elime ulaştı teşekkürler,1.0,1.0,0.0,0.0
aciklamada usp girişi var yazıyordu ama yok,1.0,0.0,0.0,0.0
apple farki yine cok iyi,1.0,0.0,0.0,0.0
satıcıya gerçekten teşekkür ederim hızlı teslimat ve paketleme için ürünbaya güzel 👍🏻,1.0,1.0,0.0,0.0
şimdilik bi sorun çikmadi iyi paketlenmisti 1 puanıda aras kargodankırdım gecikme yaşandiği için ürün sağlam teşekkürler,1.0,1.0,0.0,0.0
çok hızlı geldi bir problem de yoktu🧿teşekkürler,1.0,0.0,0.0,0.0
güvenle alabilirsiniz 👌🏻,1.0,0.0,0.0,0.0
zamanında geldi,0.0,0.0,0.0,0.0
hizli ve guvenli satici tesekkurler,1.0,0.0,0.0,0.0
güzel makine,1.0,0.0,0.0,1.0
satıcı güvenli. paketlemesi güzeldi.,0.0,1.0,0.0,0.0
memnunum klasik apple,1.0,0.0,0.0,1.0
şimdilik kullanıyorum çok iyi,1.0,0.0,0.0,0.0
i̇şimi fazlasıyla görüyor keşke daha önce alsaydım,1.0,0.0,0.0,0.0
çok güzel bir ürün,1.0,0.0,0.0,0.0
çok güzell,1.0,0.0,0.0,1.0
idare eder,0.0,0.0,0.0,0.0
"tavsiyem mutlaka koruyucu ekran ve kılıfla kullanmanız, çünkü kılıfsızçok iz bırakıyor ve elde zar zor kullanılıyor. 2 gün içinde teslimaldım. gerçekten kalitesini inanılmaz belli ediyor. bunca zamanalmadığım için pişman bile oldum. daha fazla fiyat artışı olmadanihtiyacınız var ise almanızı önerebilirim. ayriyeten kargonun biraz dahakoruyucuya sararak yollamasını isterdim. neyse ki sağlam ve orijinal ürün.",1.0,1.0,1.0,1.0
çok araştırma yaptıktan sonra aldık. fiyat olarak pahalı olsada pişman etmiyor.,1.0,0.0,1.0,0.0
harika hızlı satıcı ve güzel bir tablet,1.0,0.0,0.0,0.0
faturası gelmedi . lütfen faturasını gönderir misiniz?,0.0,0.0,0.0,0.0
gayet güzel aldık 1 saat içinde kargoya verildi 2 gün içinde teslimaldım teşekkür ederim,0.0,1.0,0.0,0.0
açıkçası bu kadar yüksek fiyatlı bir ürün almayacaktım. lenova m10almayı düşünüyordum ama apple kalitesi tartışılmaz. sonra dedim ki nedenkendime iyisini almayayım.. evet beni mahveden ay sonunu getirtmeyencümle bu oldu.. olsun sağlık olsun sonuçta güzel bir ürün aldım .. çünkücanım kendim 🥰,1.0,0.0,1.0,0.0
güzel ürün,1.0,0.0,0.0,1.0
"muhteşem ötesi, kargo sağlamdı, güvenle alabilirsiniz. 🥹",1.0,1.0,0.0,0.0
sırf aras kargo ile çalıştıkları için bir puan :),0.0,0.0,0.0,0.0
kargoda biraz sıkıntı yaşadım onun dışında ürün patpatlı ambalajasarılmıştı gayet güvenli sorunsuz bir şekilde geldi. çok memnunum benindirimden 3950’ye aldım alınabilecek en uygun fiyatlı ve performanslıipad. derslerim için aldım 64gb gayet yeterli eğer okul içindüşünüyorsanız air’e o kadar para vermenize gerek yok bence. güzel👍🏻,1.0,1.0,1.0,1.0
apple farkı her zaman ki gibi akıcı işlevsel görsel güzellikte😍 kargoda iyiydi,1.0,1.0,0.0,1.0
fiyat performans olarak mükemmel bir ürün,1.0,0.0,1.0,0.0
üründen memnunum 64 gb olan versiyonunu aldım renklerinin ikisi de güzelancak arkadaşlar kesinlikle parmak izi tutmayan ekran koruyucu jelatinalın şiddetle tavsiye ediyorum hafıza yönünden bir sıkıntısı yok zatenapple ürünü kasma donma yok i̇phone telefonların şarj dayanma sürelerinebakarak korkarak aldım açıkçası ama çok güzel bir buçuk saat kullandımilk aldığımda şarj yüzde on bile gitmedi inanılmaz dayanıyor ya tabletkalem ile kullanılacaksa kalem yeri olan kılıflardan alın mutlaka vestandı olan kılıf yan sanayi çok güzel kalemler var bence bakın onlaraapple çok pahalı o yönden,1.0,0.0,1.0,1.0
harika teslimat güzel ürün zaten mükemmel bu fiyata en iyi,1.0,1.0,1.0,0.0
ürün çok kaliteli tavsiye ederim,1.0,0.0,0.0,0.0
9000 tl aldım fiyatı uygunken alın.. süper,0.0,0.0,1.0,0.0
boyutları kullanışlı öğretmenim tavsiye ederim,0.0,0.0,0.0,1.0
aldığımın ertesi günü 230 tl indirme girmesi dışında güzel,0.0,0.0,1.0,0.0
çok güzel teşekkür ederim,1.0,0.0,0.0,0.0
paranız varsa daha iyisini alın 1 ay oldu alalı okul için kullanıyorumekran donuyor ikide bir,1.0,0.0,1.0,0.0
bir ipad e sahip olana kadar ona ne kadar ihtiyacınız olduğunubilmiyorsunuz. i̇yiki almışım çok kullanışlı,1.0,0.0,0.0,0.0
ürün hemen elime ulaştı. kullanmaya başlayalı 2 hafta oldu. çok güzelbir ürün.,1.0,0.0,0.0,0.0
tek kelime ile harika oğlum çok beğendi,1.0,0.0,0.0,1.0
ben çok beğendim. sağlam paketlenmiş.,1.0,1.0,0.0,0.0
ürün mükemmel başarılı satıcı,1.0,0.0,0.0,0.0
begendim  sağlam geldi paketlemesi guzel,1.0,1.0,0.0,0.0
ürün gayet guzel sıfır kutusunda geldi sadece bence ekran dokunmatiğisıkıntılı iki kere basınca algılıyor,1.0,1.0,0.0,0.0
uzun zamandır almak istediğim bir üründü sonunda aldım kargo paketlemeçok iyiydi sorunsuz ulaştı ve üç aydır kullanıyorum hiçbir sorun yaşamadım,1.0,1.0,0.0,0.0
mükemmel ötesi,1.0,0.0,0.0,0.0
hızlı teslimat güzel ürün,1.0,0.0,0.0,0.0
tek sorun olduğu gibi koliye konmasıydı herhangi bir koruyucuya sarılmamıştı,0.0,1.0,0.0,0.0
gayet iyi. kargo da korunaklı geldi. bir problem yaşamadım.,1.0,1.0,0.0,0.0
cok basarili tesekkurler,1.0,0.0,0.0,0.0
"harika ürün, denemeye değer",1.0,0.0,0.0,0.0
apple kalitesi,1.0,0.0,0.0,0.0
8.nesilden daha iyi.hafızası da 64gb,1.0,0.0,0.0,0.0
çok güzel.ders için aldım ben,1.0,0.0,0.0,0.0
sağlam geldi,1.0,1.0,0.0,0.0
ürün güzel ama biraz sıcak havada ısınınca şarjı çok çabuk düşüyor genelolarak ideal fiyatına göre,1.0,0.0,1.0,0.0
mükemmel bir ürün. %100 alınabilir,1.0,0.0,1.0,0.0
cok guzel tavsiye ediyorum,1.0,0.0,0.0,0.0
sağlam bir şekilde geldi paketleme vs özenli güvenebilirsiniz applekalitesine şüphem yok zaten 🎉💕⭐️,1.0,1.0,0.0,0.0
sorunsuz ve hızlı bir teslimatla geldi. severek kullanıyorum. herişinizi halledebileceğiniz bir ürün ve aldıktan sonra aslında her şeyinasıl kolaylaştırdığını fark ettim.,1.0,1.0,0.0,0.0
"bu tableti ve apple pencil 1 . nesili toplam 5800 tl ye almıştım 5 ayönce , maalesef şimdi tablet tek başına 7500 olmuş çok çok üzücü. tabletgayet iyi her işinizi çok rahatlıkla yapabilecek kapasitede , maddidurumunuz bunu el veriyorsa gönül rahatlığıyla alabilirsiniz",1.0,0.0,1.0,0.0
gayet güzel kutulanmıştır,0.0,1.0,0.0,0.0
muhteşem otesiii,1.0,0.0,0.0,0.0
paketleme falan çok iyiydi,0.0,1.0,0.0,0.0
gayet kullanışlı,1.0,0.0,0.0,0.0
hemen teslim edildi ve kargolama baya güzeldi severek kullanıyorum tamevde işimi görecek gibi,1.0,1.0,0.0,0.0
klasik apple ürünleri kaliteli ve kullanışlı,1.0,0.0,0.0,0.0
sorunsuz geldi.,1.0,1.0,0.0,0.0
bu tablet tam bir fiyat performans tableti. tabi ki yeterli bütçenizvarsa üst modelleri de tercih edebilirsiniz. ben üniversitede kullanmakiçin aldım ve gayet yeterli bence kalemiyle birlikte kullanıyorum resmenelim ayağım oldu. hayatımı aşırı şekilde pratikleştirdi. kağıt kalemolmadan çalışma fikri beni geri tutuyordu ama tablet gayet güzel yerinidoldurdu bu alışkanlığımın. tabi ki kamerasından bir telefon performansıbeklemeyin ama işletim olarak performans olarak 10’un aynısı.  tavsiyeediyorum. ayrıca trendyol satıcısı çok sağlam bir paketlemeyle göndermişçok teşekkür ederim.,1.0,1.0,1.0,0.0
hızlı teslimat ve güzel paketleme güvenle alabilirsiniz,0.0,1.0,0.0,0.0
guzel tablet kullanisli,1.0,0.0,0.0,1.0
adalar sahilinde,0.0,0.0,0.0,0.0
üniversite okuyorum dersler için almıştım gayet ideal her anlamda işgörüyor sadece kamerası biras kötü ama benim onunla bir işim olmadığıiçin ben beğendim genel olarak,1.0,0.0,1.0,0.0
ürün çok hızlı geldi. hayırlı işler dilerim,0.0,0.0,0.0,0.0
harika cihaz. a13 işlemcisi bu ipade çok güç vermiş,1.0,0.0,0.0,0.0
akşam sipariş verdim sabah elime ulaştı hızlı kargo özenli paketlemegüvenilir satıcı,0.0,1.0,0.0,0.0
kargolama gayet hassas bir şekilde yapılmıştı ürün sağlam bı şekildeelime ulaştı,1.0,1.0,0.0,0.0
uygun fiyatlı şahane ürün. satıcıya ayrıca teşekkür ederim 24 saatolmadan teslim aldım,1.0,0.0,1.0,0.0
sorunsuz geldi tesekkurler ancak kargoya biraz daha dikkat edersenizcokk iyi olacak gibi :),1.0,1.0,0.0,0.0
harika güzel sorunsuz geldi,1.0,1.0,0.0,0.0
gerçekten neden bu ipad düşkünlüğü oluyor diye sorgulardım  ta ki ürünüalana kadar. i̇nanılmaz güzel bir şey devasa bir iphone elinizde gibidüşünün görüntü kalitesi mükemmel ötesi boyutu kocaman tüm işlerimitoplantılarımı netflix olaylarını bunda hallediyorum çok çok memnunum.,1.0,0.0,0.0,1.0
hızlı ulaştı elime tşk.,0.0,0.0,0.0,0.0
"kusursuz. hızlı teslimat, küçük kahveler içinde teşekkür ederim. i̇lkdefa internet üzerinden teknolojik ürün satın aldım. i̇nanılmaz memnunkaldım. ürünü kullanmaya henüz başlamadım ama teslimat çok başarılıydı :)",0.0,1.0,0.0,0.0
